,position,reverse,coefficient,imodulon
b1422,1495271,True,0.5341186155309999,ydcI-KO
b0382,401385,False,0.102100450553,ydcI-KO
b4077,4294480,False,-0.109186098713,ydcI-KO
b3346,3476640,True,0.4516480441,yheO-KO
b4050,4262839,False,0.0988654892674,yheO-KO
b3708,3888729,False,0.0971007708655,yheO-KO
b1925,2005302,False,0.0963482316033,yheO-KO
b1420,1492329,True,0.0889160378771,yheO-KO
b4026,4235905,False,0.0833590299248,yheO-KO
b3369,3499447,False,0.0796675645083999,yheO-KO
b4501,2476309,False,0.0789704587441,yheO-KO
b3343,3475165,True,-0.090791499391,yheO-KO
b1379,1441943,True,-0.0976050311683,yheO-KO
b0447,468382,False,-0.124451806078,yheO-KO
b3344,3475532,True,-0.125104257923,yheO-KO
b3345,3475918,True,-0.129192982323,yheO-KO
b2210,2306954,True,-0.131574543618,yheO-KO
b0208,231081,True,-0.147760421998,yheO-KO
b1380,1443043,True,-0.23561636305,yheO-KO
